,DRUG_DATASET,DRUG_ID,DRUG_NAME,DRUG_TARGET,N_MEASUREMENTS,PVAL,SPEARMANR
315,GDSC1,151,QS11,ARFGAP1,476,0.2921009900541882,0.04838711651492772
316,GDSC2,1180,Dinaciclib,CDK5,411,0.3278660537561642,0.04838104160220966
317,GDSC2,1249,BMS-345541,CHUK,410,0.33042725642140913,0.048184758720144445
318,GDSC1,163,JQ1,BRD4,481,0.29208234099821356,0.04813579938061266
319,GDSC2,1910,ABT737,BCL2L2,425,0.3230727584246158,0.04804677119319692
320,GDSC1,1268,XAV939,TNKS2,489,0.29195872611996027,0.04775105858495466
321,GDSC1,1268,XAV939,TNKS,489,0.2937003158970296,0.04757926302372504
322,GDSC1,1266,ICL1100013,NMT2,488,0.2979509259487706,0.04721130154405782
323,GDSC1,371,Torin 2,MTOR,475,0.3058997303336766,0.047076066935768324
324,GDSC1,1019,Bosutinib,TEC,510,0.28988987535361754,0.046954474122183794
325,GDSC1,271,VNLG/124,HDAC3,494,0.297628528814834,0.046953857501524844
326,GDSC1,196,Phenformin,KCNJ8,491,0.3019931719989387,0.046674688950638615
327,GDSC2,1625,RVX-208,BRD4,411,0.34974243576031105,0.04624069442451918
328,GDSC1,219,AT-7519,CDK9,488,0.3105995857656699,0.045993683503154845
329,GDSC2,1631,PRT062607,SYK,411,0.3526639215943451,0.04596137592018681
330,GDSC1,1026,Tanespimycin,HSP90AB1,509,0.30327160773532613,0.04571779301885196
331,GDSC2,1786,AZD4547,FGFR2,429,0.349792535081329,0.0452507284065641
332,GDSC1,302,PI-103,PIM3,491,0.3176134424450677,0.04519326979711461
333,GDSC1,254,Quizartinib,FLT3,498,0.32063461175261915,0.04459424290874057
334,GDSC1,1170,CCT-018159,HSP90AB1,504,0.31992908861922653,0.04439154793070901
335,GDSC2,1614,WZ4003,NUAK2,411,0.37294387743168567,0.04406128413916837
336,GDSC1,1039,SL0101,PIM3,502,0.3249344205702078,0.044022953435718444
337,GDSC1,1043,JNK Inhibitor VIII,MAPK8,509,0.3242186808398937,0.04378264067040245
338,GDSC1,178,BAY-61-3606,SYK,476,0.3432554580118362,0.04353402930188958
339,GDSC2,1626,OTX015,BRD4,411,0.3788187861246739,0.043522870066770254
340,GDSC1,380,BIBF-1120,PDGFRB,497,0.33400988140427157,0.04342299424217282
341,GDSC1,223,ZSTK474,PIK3CB,498,0.33805534576597707,0.0430178919813883
342,GDSC2,1088,Irinotecan,TOP1,441,0.36842166481249117,0.04293227780622739
343,GDSC2,1933,P22077,USP7,426,0.3801941673196424,0.04262279559711209
344,GDSC2,1852,LY2109761,TGFB1,411,0.389940570049221,0.04251742715853918
345,GDSC1,271,VNLG/124,HDAC9,494,0.35512344084119307,0.04169162036141859
346,GDSC1,203,BMS-345541,IKBKB,500,0.3580846096434047,0.04118550874203497
347,GDSC1,362,CI-1033,ERBB4,496,0.36095576195523027,0.04110577443153545
348,GDSC1,1149,TW 37,MCL1,506,0.3568267477566548,0.04104674424221429
349,GDSC2,1910,ABT737,BCL2A1,425,0.40144786017691036,0.040802551155992565
350,GDSC1,287,KIN001-244,PDPK1,498,0.3697209739149433,0.04028026575757673
351,GDSC1,1014,Refametinib,MAP2K2,500,0.3700824359624322,0.040168960675842705
352,GDSC1,158,PF-562271,PTK2,469,0.3928008704511782,0.03954950522114702
353,GDSC1,1005,Cisplatin,CYP2B6,510,0.3733065151883843,0.039504550642820845
354,GDSC1,374,GSK1059615,MTOR,491,0.38552078979269144,0.03924681093936755
355,GDSC1,199,Pazopanib,PDGFRA,473,0.3968148244841959,0.03904843528664148
356,GDSC1,328,SNX-2112,HSP90AA1,493,0.3874398469821042,0.039008947422500974
357,GDSC2,1372,Trametinib,MAP2K2,432,0.4187648620059501,0.03900034353274308
358,GDSC1,277,Linifanib,CSF1R,498,0.38657137364168725,0.03888278848550657
359,GDSC1,1241,CHIR-99021,GSK3A,484,0.39376599640824606,0.038849801842344926
360,GDSC1,265,Tubastatin A,HDAC1,496,0.39159207700988163,0.038551445525548206
361,GDSC1,416,CAY10566,SCD5,492,0.3972818877681662,0.03824583864128095
362,GDSC2,1557,LCL161,BIRC3,410,0.4529187615893716,0.03716807995984944
363,GDSC1,1239,YK-4-279,DHX9,416,0.4579155716497445,0.03649112220881312
364,GDSC2,2107,LJI308,RPS6KA1,422,0.45791790481045713,0.036229205972517275
365,GDSC1,1218,JQ1,BRD3,484,0.43027847210400916,0.03593202364238589
366,GDSC1,283,Omipalisib,PIK3CG,498,0.42435640880738,0.03587757804523255
367,GDSC1,1372,Trametinib,MAP2K2,475,0.43745245973537106,0.03571109456440805
368,GDSC1,175,PAC-1,CASP7,470,0.4410846359735553,0.03561776042252101
369,GDSC1,1259,Talazoparib,PARP2,487,0.44275058948878154,0.03486032514263796
370,GDSC1,175,PAC-1,CASP3,470,0.45329446109035676,0.03467380346057836
371,GDSC2,1017,Olaparib,PARP2,430,0.4733250079696725,0.03467117245782329
372,GDSC1,305,TPCA-1,IKBKB,498,0.4412081271938968,0.03458804836649615
373,GDSC2,1049,PD173074,FGFR3,428,0.47763972395677734,0.034414643116956585
374,GDSC1,154,CHIR-99021,GSK3A,478,0.45656785019122226,0.03413254864900544
375,GDSC1,222,BX-912,PDPK1,499,0.4522775411025707,0.033722287949392755
376,GDSC2,2107,LJI308,RPS6KA2,422,0.492736536725656,0.03348209776936379
377,GDSC1,249,Cabozantinib,TEK,497,0.46402215966757676,0.03291943655715873
378,GDSC1,477,A-83-01,TGFB3,494,0.4677380881307226,0.032745866993758525
379,GDSC1,1494,SN-38,TOP1,510,0.4661473217218407,0.032341033945671824
380,GDSC1,1057,Dactolisib,PIK3CB,504,0.47288078818870916,0.03204469552323026
381,GDSC1,176,IPA-3,PAK1,474,0.487378122969782,0.03197501876831937
382,GDSC1,1039,SL0101,PIM1,502,0.4911282903697006,0.030799434136882547
383,GDSC2,1936,Savolitinib,MET,426,0.5280503666727978,0.030654204882137572
384,GDSC2,1922,Cediranib,FLT3,426,0.5311651187460851,0.030423233712787816
385,GDSC2,1249,BMS-345541,IKBKB,410,0.5406264427273239,0.030303484053169016
386,GDSC2,1017,Olaparib,PARP1,430,0.5334332107973614,0.030113662304888766
387,GDSC2,1005,Cisplatin,CYP2B6,431,0.5350878807762471,0.029957073568469456
388,GDSC2,1079,Dasatinib,KIT,429,0.5398536262339539,0.029677646847827244
389,GDSC2,1561,Taselisib,PIK3CG,442,0.5345893805393565,0.02961608327998676
390,GDSC1,372,Pilaralisib,PIK3CD,498,0.5146714043471701,0.029265337783273025
391,GDSC2,1057,Dactolisib,PIK3CB,426,0.5495048377552803,0.029076833226941205
392,GDSC2,1085,Sorafenib,PDGFRB,427,0.5641880418538321,0.027981740604497214
393,GDSC1,182,Obatoclax Mesylate,BCL2L2,473,0.5498781113466049,0.027561140007066876
394,GDSC1,382,Apitolisib,PIK3CG,491,0.5448100116577641,0.027393024668016328
395,GDSC1,207,AS601245,MAPK8,474,0.5562028701463388,0.027096861429941707
396,GDSC2,1003,Camptothecin,TOP1,444,0.5744787403506995,0.026716634711156227
397,GDSC1,1025,SB216763,GSK3B,454,0.571830232878688,0.026602210113019102
398,GDSC2,1022,AZD7762,CHEK1,431,0.5826744791979832,0.0265400456842749
399,GDSC1,1037,BX795,TBK1,511,0.554749552703266,0.02618882741452745
400,GDSC1,299,OSI-027,MTOR,491,0.5633603337922835,0.02614051432504848
401,GDSC1,1175,Rucaparib,PARP2,507,0.5582340090890818,0.02606139548177312
402,GDSC2,1615,CZC24832,PIK3CG,411,0.6002488320688047,0.025923730146521225
403,GDSC1,1025,SB216763,GSK3A,454,0.5825786388615004,0.025862021981869106
404,GDSC2,1808,Topotecan,TOP1,411,0.6030814866212308,0.02572253785750954
405,GDSC1,1072,Avagacestat,APP,508,0.5637232347164804,0.025673459886694946
406,GDSC1,1170,CCT-018159,HSP90AA1,504,0.576585924454681,0.024930192536436267
407,GDSC1,155,Ponatinib,ABL1,480,0.6055512642657537,0.023630202388031193
408,GDSC1,153,Midostaurin,FGR,481,0.6078318670592431,0.02345638408916417
409,GDSC1,226,GSK1070916,AURKC,472,0.6176908975551683,0.023032141103788997
410,GDSC2,1853,OF-1,BRD1,411,0.6425938773631514,0.022958045185299134
411,GDSC2,1926,GNE-317,PIK3CD,413,0.6424006199383494,0.02291537416134078
412,GDSC1,1019,Bosutinib,ABL1,510,0.611907556008916,0.022518348782578943
413,GDSC1,442,IMD-0354,IKBKB,495,0.6192840783385891,0.022386230068742803
414,GDSC2,1918,AZD8186,PIK3CA,426,0.6470400511363772,0.02224688536231856
415,GDSC2,1259,Talazoparib,PARP2,423,0.6491991932478858,0.022179688902164693
416,GDSC1,1060,PD0325901,MAP2K2,500,0.631428473123027,0.021504950019800077
417,GDSC1,1530,PFI-3,PBRM1,452,0.6492339484314226,0.02145018077652232
418,GDSC1,159,HG6-64-1,BRAF,480,0.6427774899965771,0.02122329089970008
419,GDSC2,1058,Pictilisib,PIK3CD,431,0.6647478388878323,0.020933080331181013
420,GDSC1,263,FR-180204,MAPK3,498,0.6463329257958641,0.020611730843325887
421,GDSC1,290,KIN001-260,IKBKB,497,0.6479517898737737,0.020531271578167018
422,GDSC1,1029,Motesanib,PDGFRA,507,0.6737431098076551,0.018742614139343396
423,GDSC1,374,GSK1059615,PIK3CG,491,0.6826794248868957,0.018494878951033994
424,GDSC2,1614,WZ4003,NUAK1,411,0.7109987947854819,0.01833044969242124
425,GDSC1,228,AKT inhibitor VIII,AKT3,497,0.6923351453257387,0.017792432793418106
426,GDSC2,1012,Vorinostat,HDAC5,428,0.7193534265023187,0.017418157145443803
427,GDSC1,546,FTY-720,S1PR1,493,0.7019492981573663,0.017278083984464346
428,GDSC1,1001,AICA Ribonucleotide,PRKAA2,505,0.7121410868164637,0.016459161444094726
429,GDSC2,1620,PFI3,PBRM1,411,0.7409120943676845,0.01635828129240119
430,GDSC1,1218,JQ1,BRD4,484,0.7257211677951692,0.015986816655086077
431,GDSC1,1023,GW441756,NTRK1,509,0.734790231899971,0.015051445450169301
432,GDSC1,277,Linifanib,FLT3,498,0.7406840249819868,0.014866658482415368
433,GDSC1,302,PI-103,CLK4,491,0.7445372867822091,0.014742214008448742
434,GDSC2,1250,AZ960,JAK3,410,0.7743435827135291,0.014201648592967646
435,GDSC1,381,AST-1306,ERBB4,490,0.7595512410281459,0.013861578017435157
436,GDSC1,356,AT7867,AKT2,498,0.767006921491943,0.013310031373988918
437,GDSC2,2045,AMG-319,PIK3CG,425,0.788253670494216,0.013065920495224398
438,GDSC2,1051,Alisertib,AURKA,410,0.7952843411072588,0.012852269546734872
439,GDSC2,1940,WIKI4,TNKS,425,0.7952637816661605,0.012623376217348489
440,GDSC1,1012,Vorinostat,HDAC3,510,0.7847696369608541,0.012122759591766303
441,GDSC2,1941,Sepantronium bromide,BIRC5,426,0.8056349056324458,0.011956405744010834
442,GDSC1,363,PF-00299804,ERBB4,495,0.798677101324025,0.011492751730442733
443,GDSC1,261,TL-1-85,MAP3K7,498,0.7998028525576788,0.011392448663052997
444,GDSC1,165,DMOG,EGLN3,478,0.8404622257974483,0.00923132502995883
445,GDSC2,1083,Crizotinib,MET,412,0.8530995105151216,0.009150040589631533
446,GDSC2,1013,Nilotinib,ABL1,427,0.8561040178261111,0.008801082887704656
447,GDSC2,1908,Ulixertinib,MAPK3,426,0.8673387348321615,0.00811682049869128
448,GDSC2,1866,BDP-00009066,CDC42BPB,426,0.8744321146337317,0.007679092879359086
449,GDSC2,1873,Buparlisib,PIK3CD,426,0.8834995289446431,0.007120446885750375
450,GDSC1,1029,Motesanib,RET,507,0.8771946961615487,0.0068796581450309095
451,GDSC1,1005,Cisplatin,BCHE,510,0.8815711512973143,0.0066130023341790896
452,GDSC1,438,Panobinostat,HDAC3,490,0.8858098195921147,0.00650410277189231
453,GDSC2,1058,Pictilisib,PIK3CG,431,0.8959571327932286,0.006317259902756045
454,GDSC2,2043,BIBR-1532,TERT,425,0.8998070710796203,0.0061252755154679464
455,GDSC1,283,Omipalisib,MTOR,498,0.8967138986948886,0.005831691989345834
456,GDSC1,275,I-BET-762,BRD3,495,0.9060307976479354,0.005319206957567225
457,GDSC1,1046,Wee1 Inhibitor,CHEK1,453,0.9164327565377528,0.004943586878479107
458,GDSC1,155,Ponatinib,FLT3,480,0.9165495843309324,0.004795051193798584
459,GDSC1,199,Pazopanib,KIT,473,0.9303904109533714,0.004027164365548684
460,GDSC1,155,Ponatinib,PDGFRA,480,0.9408204269984346,0.0033973671760728122
461,GDSC1,1069,EHT-1864,RAC3,507,0.943686642606351,0.0031448550396223746
462,GDSC2,1180,Dinaciclib,CDK1,411,0.953488348916826,0.0028858302898102325
463,GDSC2,1083,Crizotinib,ROS1,412,0.9536809020062007,0.002870358724488632
464,GDSC2,2109,AZ6102,TNKS,422,0.9550377566670782,0.0027527767884366616
465,GDSC1,298,OSI-930,MEN1,497,0.9604157515144313,0.002231910702458044
466,GDSC1,1024,Lestaurtinib,FLT3,508,0.9732868029869244,0.0014893817816140301
467,GDSC2,1617,AZD5582,BIRC3,406,0.9763730092673433,0.0014743807847256124
468,GDSC1,1012,Vorinostat,HDAC5,510,0.9759277168974603,0.0013394447317910398
469,GDSC2,1179,MK-1775,PLK1,431,0.9814822509732615,0.0011212731643854505
470,GDSC2,2040,Foretinib,ROS1,425,0.9839650130408766,0.0009777868096481218
471,GDSC2,1079,Dasatinib,ABL1,429,0.9917680355940708,0.0004995873502719841
472,GDSC1,164,JQ12,HDAC2,478,0.9929106325641668,0.0004074719712628153
473,GDSC1,1022,AZD7762,CHEK1,509,0.9960669107268703,-0.00021903104016539717
474,GDSC1,375,Voxtalisib,PIK3CG,498,0.9892416547015822,-0.0006057544290296917
475,GDSC1,271,VNLG/124,RARA,494,0.9812943438335663,-0.001057573791640195
476,GDSC1,326,GSK690693,AKT3,497,0.9638493734938043,-0.002038171508647689
477,GDSC1,329,QL-XI-92,DDR1,498,0.9574074319324106,-0.002399261687905155
478,GDSC1,437,Trichostatin A,HDAC7,491,0.9488172949242512,-0.002904343894430257
479,GDSC2,1926,GNE-317,PIK3CB,413,0.9527670170563876,-0.0029234894764940344
480,GDSC1,1029,Motesanib,KIT,507,0.9475127532230321,-0.002930864200713831
481,GDSC2,1922,Cediranib,FLT4,426,0.9490461851450829,-0.0031053049250178025
482,GDSC1,375,Voxtalisib,PIK3CB,498,0.9378516312990111,-0.0035027267693856596
483,GDSC2,1559,Luminespib,HSP90AA1,442,0.9301149409280587,-0.004183302075822515
484,GDSC1,283,Omipalisib,PIK3CB,498,0.9084397945561864,-0.005166523199364718
485,GDSC1,293,Amuvatinib,KIT,495,0.8983116033386821,-0.00575844642058564
486,GDSC1,260,NG-25,MAP3K7,498,0.8950662059922941,-0.005925258677156499
487,GDSC1,435,C-75,FAS,493,0.8870763810634117,-0.006411775321570216
488,GDSC2,2040,Foretinib,KDR,425,0.8946483529727566,-0.006442450485376186
489,GDSC1,1020,Lenalidomide,CRBN,510,0.8798748298503185,-0.006708441107153091
490,GDSC1,173,FH535,PPARD,473,0.8808066502924339,-0.006912765863834355
491,GDSC2,1022,AZD7762,CHEK2,431,0.879050711490446,-0.007351151399605508
492,GDSC1,147,NSC-87877,PTPN6,478,0.8715400520420757,-0.007415418526234806
493,GDSC2,1561,Taselisib,PIK3CD,442,0.8730253028770592,-0.007623191662495871
494,GDSC1,1031,Elesclomol,HSP90AB1,508,0.8583043124934445,-0.00794056239883559
495,GDSC1,333,T0901317,NR1H4,495,0.8452497749961989,-0.008794883885088412
496,GDSC2,1012,Vorinostat,HDAC3,428,0.8522485231636223,-0.009028967049497157
497,GDSC1,382,Apitolisib,PIK3CB,491,0.8359057880344061,-0.009371473988234208
498,GDSC2,1873,Buparlisib,PIK3CG,426,0.8386750656604594,-0.009892721808187602
499,GDSC2,1913,AGI-5198,IDH1,426,0.8347149759589929,-0.010139060010981997
500,GDSC1,1058,Pictilisib,PIK3CG,503,0.8100053572453197,-0.010746185003430376
501,GDSC1,226,GSK1070916,AURKA,472,0.8119066803622239,-0.010982108682637671
502,GDSC2,1926,GNE-317,PIK3CG,413,0.8145430759070779,-0.011577100093315905
503,GDSC1,1021,Axitinib,PDGFRA,505,0.7896668547866852,-0.01189898492954886
504,GDSC2,1910,ABT737,BCL2L10,425,0.804276454337226,-0.012055931594003534
505,GDSC1,271,VNLG/124,HDAC5,494,0.7861803062385725,-0.012235734089048917
506,GDSC1,256,JW-7-24-1,LCK,498,0.7735164213166343,-0.01292760304250109
507,GDSC1,1018,Veliparib,PARP2,510,0.7657101466216674,-0.013227135459507162
508,GDSC1,356,AT7867,AKT3,498,0.7595188383686204,-0.013751145353906282
509,GDSC2,1933,P22077,USP47,426,0.773543460049473,-0.01398159448494244
510,GDSC2,1005,Cisplatin,BCHE,431,0.76785729073784,-0.014258949501489836
511,GDSC1,1194,SB505124,ACVR1B,495,0.7459464749342755,-0.014598347323304879
512,GDSC2,1057,Dactolisib,PIK3CG,426,0.7585893058553377,-0.014933419223149893
513,GDSC2,1626,OTX015,BRD3,411,0.7455598649571011,-0.01605424586596514
514,GDSC1,293,Amuvatinib,FLT3,495,0.7027455830209071,-0.01719460505538604
515,GDSC1,266,Zibotentan,EDNRA,498,0.6903212856537349,-0.017897130956781568
516,GDSC1,576,RU-SKI 43,SHH,492,0.6897209858137776,-0.018043276982015265
517,GDSC2,1922,Cediranib,FLT1,426,0.7089268071042895,-0.01813814419787772
518,GDSC1,252,WZ3105,NTRK2,498,0.6676080838237892,-0.019290040651956747
519,GDSC1,1062,Selumetinib,MAP2K2,481,0.6589386736804672,-0.020175593723311566
520,GDSC1,279,BIX02189,MAP2K5,497,0.6418501884140935,-0.020913569761788032
521,GDSC1,438,Panobinostat,HDAC5,490,0.6413187564847684,-0.021096756771505226
522,GDSC1,1013,Nilotinib,ABL1,510,0.6307204105888525,-0.02133626494708011
523,GDSC1,1029,Motesanib,FLT1,507,0.6232050145579711,-0.02187135541097567
524,GDSC1,1194,SB505124,ACVR1C,495,0.6126341889839567,-0.022811964492779432
525,GDSC1,476,SB505124,TGFBR1,493,0.612404215005193,-0.022873202017942112
526,GDSC1,408,Sphingosine Kinase 1 Inhibitor II,SPHK1,498,0.5942637594650731,-0.0239261097162204
527,GDSC1,201,Epothilone B,TUBB4B,473,0.6011880597826116,-0.02409370091347709
528,GDSC2,1268,XAV939,TNKS2,410,0.6198725423541789,-0.02456853604996707
529,GDSC1,1037,BX795,PDPK1,511,0.5774931926070148,-0.02469917333371704
530,GDSC1,294,MPS-1-IN-1,TTK,497,0.5749809654635241,-0.025211705522681368
531,GDSC1,308,Foretinib,KDR,496,0.572854450337302,-0.025377681533974124
532,GDSC1,310,YM201636,PIKFYVE,498,0.5598057742910525,-0.0261920170126197
533,GDSC2,1634,AGI-6780,IDH1,411,0.5959408601137969,-0.02623053110270313
534,GDSC1,164,JQ12,HDAC1,478,0.5611509951682995,-0.02664543659135659
535,GDSC1,252,WZ3105,FLT3,498,0.5455967265025838,-0.02714575596126922
536,GDSC1,293,Amuvatinib,PDGFRA,495,0.5455569091207321,-0.0272309750238443
537,GDSC1,207,AS601245,MAPK9,474,0.546364767926262,-0.02777463368325275
538,GDSC1,285,SU11274,MET,497,0.5331780519157447,-0.028017698104679384
539,GDSC1,249,Cabozantinib,FLT4,497,0.5326665515455882,-0.028052692368748057
540,GDSC2,2046,MK-8776,CHEK2,424,0.5610360138809698,-0.02830849883108602
541,GDSC2,1093,GSK1904529A,INSR,441,0.5489873406640019,-0.02861242399057525
542,GDSC1,439,LCL161,BIRC3,492,0.5200262718361743,-0.029070239021629425
543,GDSC1,437,Trichostatin A,HDAC9,491,0.5180509062282357,-0.029237778266639224
544,GDSC1,197,Bryostatin 1,PRKCA,474,0.5234570546140794,-0.029376722776781657
545,GDSC1,552,BAM7,BAX,493,0.5135633553328409,-0.029491582660856212
546,GDSC2,1012,Vorinostat,HDAC4,428,0.5413363623333827,-0.02960391837364413
547,GDSC1,437,Trichostatin A,HDAC5,491,0.5123389388477332,-0.029637811112721874
548,GDSC1,1199,Tamoxifen,ESR1,495,0.5062336847019164,-0.029945662713065088
549,GDSC1,292,Masitinib,KIT,498,0.5003660106373792,-0.030267949051723968
550,GDSC1,1057,Dactolisib,PIK3CG,504,0.4973032346729943,-0.03030173508688558
551,GDSC2,1912,Afuresertib,AKT3,426,0.5313831631364967,-0.030407090566542942
552,GDSC1,1026,Tanespimycin,HSP90AA1,509,0.49080021128384876,-0.030609110126113472
553,GDSC1,372,Pilaralisib,PIK3CA,498,0.4950529569299389,-0.030644159036358337
554,GDSC1,1263,UNC0642,EHMT2,471,0.5052230116718379,-0.030775724054290583
555,GDSC1,249,Cabozantinib,FLT3,497,0.4920997090492252,-0.030885370520831953
556,GDSC1,173,FH535,PPARG,473,0.4966308844151941,-0.0313324818009909
557,GDSC1,249,Cabozantinib,RET,497,0.4772289608623511,-0.03195455281240494
558,GDSC1,1230,IOX2,EGLN1,497,0.47529098619811927,-0.03209521411406645
559,GDSC1,292,Masitinib,PDGFRB,498,0.4694961274026206,-0.03248488686665227
560,GDSC1,330,XMD13-2,RIPK1,497,0.4602114428077272,-0.033200661411140774
561,GDSC1,302,PI-103,PIK3CA,491,0.4599589538962423,-0.033422612500367495
562,GDSC1,153,Midostaurin,FLT1,481,0.45784534545076605,-0.033929033565963024
563,GDSC1,312,Tivozanib,KDR,497,0.4487283181331905,-0.03405606589400374
564,GDSC1,1024,Lestaurtinib,NTRK3,508,0.4419805795646191,-0.0341865797831641
565,GDSC1,437,Trichostatin A,HDAC4,491,0.44773385527606846,-0.03433956564097001
566,GDSC1,1530,PFI-3,SMARCA2,452,0.46449271514149226,-0.03449067645882034
567,GDSC1,1012,Vorinostat,HDAC4,510,0.436683862492815,-0.034516223799851774
568,GDSC1,1149,TW 37,BCL2,506,0.4285976659617665,-0.03526690204394765
569,GDSC2,1620,PFI3,SMARCA2,411,0.4725668014487372,-0.035528587799519826
570,GDSC1,1049,PD173074,FGFR3,510,0.4157535188159269,-0.03611299136550495
571,GDSC2,1624,I-BET-762,BRD3,411,0.4622057098578002,-0.03636446916520756
572,GDSC2,2040,Foretinib,PDGFRA,425,0.4511720106255793,-0.03664394803895515
573,GDSC1,1018,Veliparib,PARP1,510,0.40806081627838,-0.03671167743142147
574,GDSC1,219,AT-7519,CDK1,488,0.4144660843704172,-0.03702355995911811
575,GDSC1,163,JQ1,BRD3,481,0.4130282604702922,-0.03740812708655033
576,GDSC2,1012,Vorinostat,HDAC9,428,0.4353033774852877,-0.03780699153764881
577,GDSC2,1564,SCH772984,MAPK3,442,0.4238937473846581,-0.03813124485772778
578,GDSC1,202,GSK1904529A,INSR,475,0.40358703894434034,-0.038410135539892185
579,GDSC1,252,WZ3105,SRC,498,0.3881075502528729,-0.03875725560840233
580,GDSC1,406,LIMK1 inhibitor BMS4,LIMK1,498,0.38661175188526564,-0.038879484988740665
581,GDSC1,273,CUDC-101,HDAC9,486,0.3804669802745032,-0.039870017423874755
582,GDSC1,1033,Vismodegib,SMO,511,0.36643539500166467,-0.040035937320133524
583,GDSC1,199,Pazopanib,CSF1R,473,0.38297674715537533,-0.0402042861166814
584,GDSC1,312,Tivozanib,FLT1,497,0.3699361104080652,-0.04030283527828456
585,GDSC1,253,XMD14-99,ALK,498,0.3650263397482778,-0.040676587229390784
586,GDSC1,1031,Elesclomol,HSP90AA1,508,0.3600586765404975,-0.04069121740735897
587,GDSC1,249,Cabozantinib,FLT1,497,0.3601065645258158,-0.04113683265547424
588,GDSC1,292,Masitinib,PDGFRA,498,0.3542597071329403,-0.04159767985705964
589,GDSC1,289,KIN001-042,GSK3B,498,0.35253089405151394,-0.04174721166655145
590,GDSC1,372,Pilaralisib,PIK3CG,498,0.3522326272503582,-0.04177305667066115
591,GDSC1,152,CP466722,ATM,500,0.34976264331113793,-0.041903207612830444
592,GDSC1,263,FR-180204,MAPK1,498,0.33914091973058946,-0.04292141044349007
593,GDSC2,2040,Foretinib,FLT4,425,0.37432753919851547,-0.04320066905316473
594,GDSC1,437,Trichostatin A,HDAC3,491,0.33347869531552843,-0.04373658658237524
595,GDSC1,273,CUDC-101,HDAC5,486,0.3228982771384904,-0.04493321196469018
596,GDSC1,1037,BX795,AURKC,511,0.3057271096436616,-0.045397037239553344
597,GDSC1,167,OSU-03012,PDPK1,474,0.3197904093349874,-0.04579368511196905
598,GDSC2,1940,WIKI4,TNKS2,425,0.34370344007646236,-0.04604133122821279
599,GDSC1,476,SB505124,ACVR1C,493,0.3067197841864623,-0.04612696643099172
600,GDSC1,1012,Vorinostat,HDAC7,510,0.2808874502201669,-0.04783920511714658
601,GDSC1,1021,Axitinib,FLT1,505,0.27820872605751645,-0.0483446170704027
602,GDSC1,438,Panobinostat,HDAC9,490,0.28522873076695476,-0.048371832333448175
603,GDSC1,1037,BX795,IKBKE,511,0.27482473788682726,-0.048398289110164604
604,GDSC1,268,Sepantronium bromide,BIRC5,475,0.2839073648825512,-0.04926754712544578
605,GDSC1,182,Obatoclax Mesylate,BCL2L1,473,0.2831083221597345,-0.049453927670250156
606,GDSC1,1019,Bosutinib,SRC,510,0.2640103377087082,-0.04955113245341198
607,GDSC1,477,A-83-01,TGFB2,494,0.26912262445703383,-0.04981546335234816
608,GDSC1,219,AT-7519,CDK4,488,0.267934475105577,-0.050246363202492414
609,GDSC1,277,Linifanib,KDR,498,0.25744240975699373,-0.05084154393973761
610,GDSC1,438,Panobinostat,HDAC4,490,0.25992164983370647,-0.05099065003033188
611,GDSC2,1046,Wee1 Inhibitor,CHEK1,426,0.293144035612252,-0.05104998360461709
612,GDSC1,281,Alectinib,ALK,496,0.2533068366367082,-0.051388979035503345
613,GDSC1,301,PHA-793887,CDK2,498,0.2516701344694081,-0.051462309846718235
614,GDSC1,1024,Lestaurtinib,NTRK1,508,0.246125099644547,-0.0515511365243444
615,GDSC2,1924,Ipatasertib,AKT3,426,0.2832919217293435,-0.052102547784294975
616,GDSC2,1854,MN-64,TNKS,411,0.2849549986419303,-0.052866558004393736
617,GDSC2,1058,Pictilisib,PIK3CB,431,0.2718823713408715,-0.053041121842718995
618,GDSC2,1200,Fulvestrant,ESR1,428,0.27329207776876224,-0.053071488033951654
619,GDSC1,1024,Lestaurtinib,NTRK2,508,0.22615411836891103,-0.05379312705824352
620,GDSC1,229,Enzastaurin,PRKCB,497,0.2298979382962717,-0.05395186900649916
621,GDSC1,203,BMS-345541,CHUK,500,0.21987057893325856,-0.05496348385393541
622,GDSC1,158,PF-562271,PTK2B,469,0.2272219322508157,-0.05586481899597176
623,GDSC1,1039,SL0101,RPS6KA1,502,0.2114378238553424,-0.0558690465219751
624,GDSC1,153,Midostaurin,PRKCA,481,0.21918106568527343,-0.056126154881341594
625,GDSC1,1021,Axitinib,KIT,505,0.20503025530347468,-0.05649127024503694
626,GDSC1,380,BIBF-1120,KDR,497,0.20233010792209158,-0.05728619677646134
627,GDSC1,308,Foretinib,FLT4,496,0.19650168618966524,-0.05809136342984594
628,GDSC1,380,BIBF-1120,PDGFRA,497,0.19405650071892291,-0.05835068709966758
629,GDSC1,273,CUDC-101,EGFR,486,0.19451979648023376,-0.058948415451869504
630,GDSC1,1058,Pictilisib,PIK3CB,503,0.18266122147224162,-0.05951334301155692
631,GDSC1,1022,AZD7762,CHEK2,509,0.17858157195423438,-0.0597156691366428
632,GDSC2,1085,Sorafenib,RAF1,427,0.21718971672795714,-0.05984104411978227
633,GDSC1,432,Flavopiridol,CDK1,490,0.18408915435035547,-0.06010433961297088
634,GDSC1,376,"Brivanib, BMS-540215",PDGFRA,497,0.16666899748725536,-0.06213192485656262
