,DRUG_DATASET,DRUG_ID,DRUG_NAME,DRUG_TARGET,N_MEASUREMENTS,PVAL,SPEARMANR
317,GDSC1,1133,Serdemetan,MDM2,506,0.31310482889398294,0.044931928232699786
318,GDSC1,284,JNJ38877605,MET,497,0.3225633318132234,0.04446187423804389
319,GDSC2,2111,VE821,ATR,421,0.3672049552071649,0.044056852739632404
320,GDSC1,1024,Lestaurtinib,JAK2,508,0.32575472347404866,0.04368709819713498
321,GDSC1,273,CUDC-101,HDAC2,486,0.34272659418126883,0.04312909478697633
322,GDSC1,356,AT7867,AKT2,498,0.3395569350629002,0.04288448900904765
323,GDSC1,1372,Trametinib,MAP2K2,475,0.35767639599855705,0.04229594835935707
324,GDSC1,207,AS601245,MAPK8,474,0.360585847243145,0.0420853750776438
325,GDSC2,1786,AZD4547,FGFR2,429,0.392365925263491,0.04139902696738167
326,GDSC1,1242,(5Z)-7-Oxozeaenol,MAP3K7,485,0.377466791342992,0.04016305931332486
327,GDSC2,1057,Dactolisib,PIK3CB,426,0.40902437751199283,0.040102757334751035
328,GDSC2,1511,Epirubicin,TOP2A,426,0.41042137742852025,0.03998339118607498
329,GDSC2,1624,I-BET-762,BRD2,411,0.42034724888806574,0.039853703476443736
330,GDSC1,308,Foretinib,FGFR1,496,0.3815544892596362,0.03937436938345616
331,GDSC2,1068,Obatoclax Mesylate,BCL2L2,410,0.43416091719414485,0.038728484477570484
332,GDSC1,1530,PFI-3,SMARCA4,452,0.4130979952262652,0.038589351864545804
333,GDSC2,1005,Cisplatin,BCHE,431,0.4244473396241675,0.03857113737057621
334,GDSC1,205,Avagacestat,APP,498,0.3941089798145776,0.038269699280010165
335,GDSC1,1025,SB216763,GSK3A,454,0.4188611902511491,0.038031140607212015
336,GDSC1,435,C-75,FAS,493,0.39990456377985584,0.03799514923153436
337,GDSC2,1079,Dasatinib,SRC,429,0.4334099631524384,0.03791848230013846
338,GDSC2,1557,LCL161,BIRC3,410,0.4444488962904267,0.037868015929637275
339,GDSC2,1614,WZ4003,NUAK1,411,0.44425865040579315,0.03783745944609895
340,GDSC2,1079,Dasatinib,PDGFRA,429,0.43991637423200936,0.037384697458594435
341,GDSC1,1012,Vorinostat,HDAC4,510,0.399776956379837,0.03736391776615375
342,GDSC1,196,Phenformin,KCNJ8,491,0.41693336677304005,0.036715128155479566
343,GDSC2,1022,AZD7762,CHEK1,431,0.4554115244182402,0.036046961276281944
344,GDSC1,151,QS11,ARFGAP1,476,0.4351654455416287,0.035851560087788836
345,GDSC2,1011,Navitoclax,BCL2L2,424,0.46377776405365434,0.03567415243897639
346,GDSC2,1091,BMS-536924,INSR,426,0.46708152150358184,0.03532749049746891
347,GDSC1,437,Trichostatin A,HDAC5,491,0.4366861188987259,0.03518048618284928
348,GDSC1,1058,Pictilisib,PIK3CD,503,0.4329714311579279,0.035038488477218646
349,GDSC1,165,DMOG,EGLN3,478,0.44757467249857974,0.03481773004655025
350,GDSC2,1177,Niraparib,PARP2,410,0.4858660161427806,0.03451250199686334
351,GDSC1,1149,TW 37,MCL1,506,0.4401530710480607,0.03439158940334477
352,GDSC1,1241,CHIR-99021,GSK3A,484,0.4532103790136044,0.034172656730824695
353,GDSC1,1530,PFI-3,PBRM1,452,0.47036921880828975,0.03403871890956339
354,GDSC1,447,ETP-45835,MKNK2,495,0.45309330437822526,0.03379785183690107
355,GDSC1,154,CHIR-99021,GSK3A,478,0.46208118914798013,0.0337162317286563
356,GDSC2,1908,Ulixertinib,MAPK3,426,0.4956276447755614,0.03310144376383664
357,GDSC1,292,Masitinib,KIT,498,0.4632082868124082,0.03294611331217379
358,GDSC1,1001,AICA Ribonucleotide,PRKAA2,505,0.47125916037005233,0.03213013847968648
359,GDSC2,1083,Crizotinib,ROS1,412,0.5170795939094175,0.03200652454089789
360,GDSC2,1250,AZ960,JAK3,410,0.5207095715833154,0.031807649934511587
361,GDSC1,288,WHI-P97,JAK3,498,0.4848558572796472,0.03137228858823074
362,GDSC1,225,Genentech Cpd 10,AURKA,496,0.4875981142855934,0.0312387521610602
363,GDSC1,374,GSK1059615,MTOR,491,0.49079012750169015,0.031168398013420258
364,GDSC2,1626,OTX015,BRD4,411,0.5310134684707862,0.03098793364802757
365,GDSC1,199,Pazopanib,KIT,473,0.5022562292624702,0.030924481086139186
366,GDSC1,477,A-83-01,TGFB1,494,0.49323084593858046,0.030898584352198104
367,GDSC1,256,JW-7-24-1,LCK,498,0.4936460622143666,0.030744138394361627
368,GDSC1,178,BAY-61-3606,SYK,476,0.5078083015297277,0.03042734472140396
369,GDSC1,206,Ruxolitinib,JAK2,500,0.5112580477100304,0.0294438937755751
370,GDSC1,157,JNK-9L,MAPK9,480,0.5291983928676425,0.02878940446790133
371,GDSC2,1017,Olaparib,PARP1,430,0.5681641842734646,0.027599454988436804
372,GDSC2,1620,PFI3,PBRM1,411,0.581548443898638,0.027262937925956396
373,GDSC1,372,Pilaralisib,PIK3CD,498,0.5563500643687284,0.026422873139554427
374,GDSC1,277,Linifanib,CSF1R,498,0.559000552299591,0.026245747415900387
375,GDSC2,1626,OTX015,BRD3,411,0.5960111309300342,0.02622551858003875
376,GDSC1,1259,Talazoparib,PARP2,487,0.5640222740922021,0.02620365902869465
377,GDSC2,1910,ABT737,BCL2L2,425,0.5942142662381179,0.025913617107751953
378,GDSC1,1020,Lenalidomide,CRBN,510,0.5613510484825937,0.025778826749904962
379,GDSC2,2107,LJI308,RPS6KA1,422,0.6026658748016451,0.025412267824527112
380,GDSC1,1024,Lestaurtinib,FLT3,508,0.5680534617981337,0.02538896608930964
381,GDSC1,333,T0901317,NR1H4,495,0.5762089481467153,0.025181751526177076
382,GDSC1,164,JQ12,HDAC1,478,0.5841680234680497,0.02509498843536641
383,GDSC1,295,NVP-BHG712,EPHB4,498,0.5799468039514826,0.02485988254562707
384,GDSC1,437,Trichostatin A,HDAC7,491,0.587426985212748,0.024544640766246392
385,GDSC1,1012,Vorinostat,HDAC7,510,0.5833157203364571,0.02434625005908384
386,GDSC2,2040,Foretinib,KDR,425,0.6205168905687015,0.024084194400587764
387,GDSC1,1060,PD0325901,MAP2K2,500,0.5974638269170824,0.023671102684410736
388,GDSC1,1046,Wee1 Inhibitor,CHEK1,453,0.6160745637792526,0.023620808194354123
389,GDSC2,1617,AZD5582,BIRC3,406,0.6361850708409523,0.023545892511409754
390,GDSC1,222,BX-912,PDPK1,499,0.6037651633908282,0.023288601298983507
391,GDSC1,271,VNLG/124,HDAC5,494,0.6072937600325232,0.023178877988315374
392,GDSC2,1786,AZD4547,FGFR3,429,0.6349302270990972,0.02298755363306548
393,GDSC2,1913,AGI-5198,IDH1,426,0.6369432750276478,0.022931727297245384
394,GDSC1,208,Ispinesib Mesylate,CDH16,497,0.6121043044743546,0.02279974053414932
395,GDSC1,175,PAC-1,CASP3,470,0.6263368384733907,0.022515633167483017
396,GDSC1,254,Quizartinib,FLT3,498,0.6183002474859813,0.022381044846474605
397,GDSC2,2040,Foretinib,FLT4,425,0.6460953803992474,0.02233715277234997
398,GDSC2,1049,PD173074,FGFR3,428,0.6468192917252908,0.022209443689449822
399,GDSC2,1614,WZ4003,NUAK2,411,0.6558268442825483,0.022048358744518635
400,GDSC1,231,FMK,RPS6KA2,440,0.6449252071579006,0.022028898533942465
401,GDSC2,1941,Sepantronium bromide,BIRC5,426,0.6510607265922025,0.021975401104796573
402,GDSC1,225,Genentech Cpd 10,AURKB,496,0.6265236839948372,0.021902775401185213
403,GDSC1,293,Amuvatinib,FLT3,495,0.6354498370097392,0.02135944135095239
404,GDSC1,176,IPA-3,PAK1,474,0.6428044780032649,0.021356136078414256
405,GDSC1,1039,SL0101,PIM1,502,0.6373707215808162,0.02108886865366951
406,GDSC1,438,Panobinostat,HDAC5,490,0.6485149267439694,0.020642658372808976
407,GDSC1,1057,Dactolisib,PIK3CG,504,0.6478533621902869,0.020393621299079647
408,GDSC1,163,JQ1,BRD3,481,0.6628766141609103,0.019927256493646534
409,GDSC2,1933,P22077,USP47,426,0.6866870600086183,0.019598322820238694
410,GDSC1,1058,Pictilisib,PIK3CG,503,0.6671713602796057,0.019220288211916133
411,GDSC1,302,PI-103,CLK4,491,0.6718056524438366,0.019167108500545912
412,GDSC1,438,Panobinostat,HDAC3,490,0.6726212274019447,0.019136136955750654
413,GDSC1,1060,PD0325901,MAP2K1,500,0.6799431804187793,0.018494089976359904
414,GDSC1,1170,CCT-018159,HSP90AA1,504,0.6957922236109453,0.01745884898060951
415,GDSC1,1057,Dactolisib,PIK3CB,504,0.699354088516986,0.01724391979101347
416,GDSC2,1910,ABT737,BCL2A1,425,0.7268226768974395,0.016995044629597788
417,GDSC1,223,ZSTK474,PIK3CB,498,0.7310510812382929,0.01544068962632545
418,GDSC1,1494,SN-38,TOP1,510,0.7412819323456308,0.014654736669272765
419,GDSC1,1149,TW 37,BCL2,506,0.7497020010750333,0.014217161361106526
420,GDSC1,1049,PD173074,FGFR3,510,0.7563656601834536,0.013771543550272602
421,GDSC1,1062,Selumetinib,MAP2K1,481,0.7683120138067683,0.013466283072092201
422,GDSC1,308,Foretinib,KDR,496,0.7847291797882395,0.012295867089142872
423,GDSC1,249,Cabozantinib,RET,497,0.7888253538488659,0.012043989549422459
424,GDSC2,1853,OF-1,BRD1,411,0.8087043900532371,0.011977855020559985
425,GDSC2,1268,XAV939,TNKS,410,0.8107839191848698,0.011859648908983512
426,GDSC2,1012,Vorinostat,HDAC3,428,0.811540008209202,0.01155884103639581
427,GDSC1,371,Torin 2,MTOR,475,0.8026687781906421,0.01149586550143042
428,GDSC1,382,Apitolisib,PIK3CB,491,0.8056925386287909,0.011129246293917696
429,GDSC1,1022,AZD7762,CHEK1,509,0.8041296748778861,0.011019436161142057
430,GDSC1,302,PI-103,DAPK3,491,0.8084570404636174,0.010967753054229491
431,GDSC2,1057,Dactolisib,PIK3CD,426,0.8251180198134427,0.010737132534842615
432,GDSC1,439,LCL161,BIRC3,492,0.8123755806394701,0.010728108173411417
433,GDSC2,1017,Olaparib,PARP2,430,0.8288192652381074,0.010457022608320293
434,GDSC1,1175,Rucaparib,PARP2,507,0.8176781125491079,0.010263365265603699
435,GDSC1,1029,Motesanib,FLT1,507,0.82291622183014,0.009963465023639359
436,GDSC1,159,HG6-64-1,BRAF,480,0.8380030442073741,0.00935594338517094
437,GDSC2,1624,I-BET-762,BRD3,411,0.8507529471511122,0.00930929166140928
438,GDSC2,1866,BDP-00009066,CDC42BPB,426,0.8600853292431154,0.008565103252106661
439,GDSC2,1012,Vorinostat,HDAC10,428,0.8598265500273344,0.0085609196992681
440,GDSC2,2040,Foretinib,ROS1,425,0.8634051068174675,0.008369730033921621
441,GDSC1,277,Linifanib,KDR,498,0.8543118320396599,0.008248782843619896
442,GDSC1,201,Epothilone B,TUBB4B,473,0.8606624147768462,0.008092203172109173
443,GDSC1,155,Ponatinib,FLT3,480,0.8671181963609762,0.007656934274888346
444,GDSC1,476,SB505124,ACVR1C,493,0.8667800517990017,0.007574193142626174
445,GDSC1,1019,Bosutinib,ABL1,510,0.8658421325867013,0.007499180741812564
446,GDSC1,253,XMD14-99,ALK,498,0.8884731820018764,0.006299914075077503
447,GDSC1,252,WZ3105,NTRK2,498,0.8926100506521992,0.0060647828346810225
448,GDSC1,224,AS605240,PIK3CG,496,0.9030561058430282,0.005482848213425223
449,GDSC1,374,GSK1059615,PIK3CG,491,0.9035741889473541,0.005481240730359005
450,GDSC1,1029,Motesanib,KIT,507,0.903989076113475,0.00537030451706669
451,GDSC1,1025,SB216763,GSK3B,454,0.912636762992995,0.005163299518114699
452,GDSC1,477,A-83-01,TGFB3,494,0.9185778544065475,0.004610989878418083
453,GDSC1,416,CAY10566,SCD5,492,0.9246734080961262,0.0042734289188774985
454,GDSC2,2040,Foretinib,PDGFRA,425,0.9303398764778464,0.0042528645792624786
455,GDSC1,155,Ponatinib,PDGFRA,480,0.9337158275125024,0.003806114609872438
456,GDSC1,1029,Motesanib,PDGFRA,507,0.9419040857204362,0.0032445762438125434
457,GDSC2,1012,Vorinostat,HDAC4,428,0.9477009265027518,0.003179905738508466
458,GDSC1,273,CUDC-101,HDAC5,486,0.9503355043838229,0.002832614503761931
459,GDSC1,1263,UNC0642,EHMT2,471,0.9550416777623453,0.0026046200739156702
460,GDSC2,1634,AGI-6780,IDH1,411,0.9637209077906834,0.0022504498306977257
461,GDSC1,1012,Vorinostat,HDAC10,510,0.9603742719867892,0.002205449825326691
462,GDSC1,1019,Bosutinib,SRC,510,0.9617823736600478,0.0021270181512333657
463,GDSC1,442,IMD-0354,IKBKB,495,0.9757713544853139,0.0013685239491691105
464,GDSC2,1180,Dinaciclib,CDK1,411,0.9801838301350776,0.001228932280818804
465,GDSC1,375,Voxtalisib,PIK3CG,498,0.9789432613403416,0.0011857124347844803
466,GDSC1,249,Cabozantinib,FLT1,497,0.9864310847900917,0.0007647908437801313
467,GDSC1,292,Masitinib,PDGFRA,498,0.9891208690893354,0.0006125557459006641
468,GDSC2,1918,AZD8186,PIK3CA,426,0.9923883691617932,0.00046357217557999877
469,GDSC2,1926,GNE-317,PIK3CB,413,0.992540097673607,0.0004614691173419379
470,GDSC1,1218,JQ1,BRD4,484,0.9969295164206017,0.0001753757427935334
471,GDSC2,2107,LJI308,RPS6KA2,422,0.9972978975811706,0.00016534704396450956
472,GDSC2,1922,Cediranib,FLT1,426,0.9937340413243735,-0.00038161466387524764
473,GDSC1,305,TPCA-1,IKBKB,498,0.9926582534413972,-0.0004133743232507536
474,GDSC1,330,XMD13-2,RIPK1,497,0.9923481574475252,-0.0004312700923770372
475,GDSC1,312,Tivozanib,FLT4,497,0.9922943950285792,-0.00043430032194722944
476,GDSC1,375,Voxtalisib,PIK3CB,498,0.9912846920832907,-0.00049071501224067
477,GDSC1,283,Omipalisib,PIK3CG,498,0.9865551007116813,-0.0007570351485740384
478,GDSC1,173,FH535,PPARD,473,0.9819951672908696,-0.0010404131625248966
479,GDSC1,1072,Avagacestat,APP,508,0.9656715294181423,-0.0019142002223042588
480,GDSC2,1012,Vorinostat,HDAC9,428,0.9607558878159319,-0.0023853884739437063
481,GDSC2,1259,Talazoparib,PARP2,423,0.9556611541169535,-0.002711340605008996
482,GDSC1,1194,SB505124,ACVR1C,495,0.914034049785114,-0.004864334872823837
483,GDSC1,277,Linifanib,FLT3,498,0.906130985550774,-0.005297399968296148
484,GDSC2,1507,Ruxolitinib,JAK2,410,0.9123977145288993,-0.0054498372692398595
485,GDSC2,1561,Taselisib,PIK3CG,442,0.9039581613228007,-0.005755592738918801
486,GDSC1,447,ETP-45835,MKNK1,495,0.8933733138410884,-0.006039729936164571
487,GDSC1,277,Linifanib,KIT,498,0.891655914984976,-0.006118999046309632
488,GDSC1,380,BIBF-1120,PDGFRA,497,0.8792356956722375,-0.006832483435396678
489,GDSC1,1037,BX795,IKBKE,511,0.8765870245618643,-0.006886727293657187
490,GDSC1,1015,CI-1040,MAP2K1,502,0.8676975127876925,-0.007453477953757996
491,GDSC2,1179,MK-1775,PLK1,431,0.8755745165133255,-0.007564134846549998
492,GDSC1,328,SNX-2112,HSP90AA1,493,0.8564591918141198,-0.00816716944300287
493,GDSC1,312,Tivozanib,FLT1,497,0.8424696393993967,-0.008936831247883727
494,GDSC1,576,RU-SKI 43,SHH,492,0.8420408722117418,-0.009007129065271558
495,GDSC2,1013,Nilotinib,ABL1,427,0.8468239989713076,-0.009375542360952909
496,GDSC1,164,JQ12,HDAC2,478,0.8332561973285454,-0.00965434433408768
497,GDSC1,437,Trichostatin A,HDAC4,491,0.8237532654080014,-0.010076650997192875
498,GDSC2,1564,SCH772984,MAPK3,442,0.8272016679486935,-0.010412291327366159
499,GDSC1,1021,Axitinib,PDGFRA,505,0.7955114325828851,-0.01156075234852678
500,GDSC1,372,Pilaralisib,PIK3CG,498,0.7934672204812363,-0.011761177199129296
501,GDSC1,1014,Refametinib,MAP2K1,500,0.7898177574691317,-0.011949839799359197
502,GDSC1,1026,Tanespimycin,HSP90AA1,509,0.7847967159921363,-0.012133154856856348
503,GDSC1,249,Cabozantinib,FLT4,497,0.7847116778791011,-0.012284452928218358
504,GDSC1,382,Apitolisib,PIK3CG,491,0.7832669230432209,-0.012444711628628402
505,GDSC2,1922,Cediranib,KIT,426,0.795741471374417,-0.012578382542118672
506,GDSC1,277,Linifanib,FLT4,498,0.771348106869194,-0.013054884829657864
507,GDSC1,1029,Motesanib,RET,507,0.7682860139547909,-0.01311623882924544
508,GDSC1,408,Sphingosine Kinase 1 Inhibitor II,SPHK1,498,0.7638259143118175,-0.013497261911279835
509,GDSC2,2043,BIBR-1532,TERT,425,0.7731115803749234,-0.014025574088258745
510,GDSC1,356,AT7867,AKT3,498,0.7360433706184205,-0.015142889109046436
511,GDSC1,1018,Veliparib,PARP2,510,0.7296554092716733,-0.015339453325803772
512,GDSC1,1023,GW441756,NTRK1,509,0.7269433012780819,-0.015514986837208162
513,GDSC1,153,Midostaurin,FLT1,481,0.7320434559325208,-0.015652254552669487
514,GDSC1,175,PAC-1,CASP7,470,0.733338992988117,-0.01575571313856444
515,GDSC1,299,OSI-027,MTOR,491,0.7265135808726769,-0.01582410719988159
516,GDSC2,1088,Irinotecan,TOP1,441,0.7360695837328435,-0.0160952492885266
517,GDSC1,380,BIBF-1120,KDR,497,0.7125846545687478,-0.016564994318808302
518,GDSC1,437,Trichostatin A,HDAC9,491,0.7067944164600086,-0.017018224507029975
519,GDSC1,289,KIN001-042,GSK3B,498,0.6814175953037686,-0.0184410419831202
520,GDSC2,1079,Dasatinib,ABL1,429,0.7030575825937544,-0.01845661402279529
521,GDSC1,356,AT7867,AKT1,498,0.6678898718371127,-0.019272648713100974
522,GDSC2,1922,Cediranib,FLT3,426,0.6846927691227089,-0.019730106773718493
523,GDSC1,261,TL-1-85,MAP3K7,498,0.6566269791989879,-0.019970075177384417
524,GDSC1,260,NG-25,MAP4K2,498,0.6506940355379625,-0.020339386683478226
525,GDSC1,476,SB505124,TGFBR1,493,0.6442673795498208,-0.02084640681999859
526,GDSC1,1062,Selumetinib,MAP2K2,481,0.6309854733426739,-0.021956116665660233
527,GDSC1,228,AKT inhibitor VIII,AKT3,497,0.6245648469463885,-0.02200494064269019
528,GDSC1,1037,BX795,AURKC,511,0.6153023475249182,-0.02228194788189248
529,GDSC1,1199,Tamoxifen,ESR1,495,0.6107483728549256,-0.022933065802335752
530,GDSC2,1940,WIKI4,TNKS2,425,0.6136043390907806,-0.024561598224195343
531,GDSC1,290,KIN001-260,IKBKB,497,0.5811573100527814,-0.024805557010934634
532,GDSC2,1083,Crizotinib,MET,412,0.6125500715126317,-0.025022465430177172
533,GDSC1,1170,CCT-018159,HSP90AB1,504,0.5734815547670741,-0.025133405132617782
534,GDSC1,281,Alectinib,ALK,496,0.572531678327332,-0.02539902169615936
535,GDSC1,293,Amuvatinib,KIT,495,0.5700088171502451,-0.02559195190774138
536,GDSC1,1372,Trametinib,MAP2K1,475,0.5712726516251563,-0.026042246345573544
537,GDSC1,277,Linifanib,FLT1,498,0.5600213718285144,-0.026177637085521073
538,GDSC2,1854,MN-64,TNKS2,411,0.594219191871658,-0.02635342433078501
539,GDSC1,221,TAK-715,MAPK11,499,0.5522745392224799,-0.026669145519955573
540,GDSC1,1024,Lestaurtinib,NTRK1,508,0.5479814663362339,-0.026716695346411932
541,GDSC1,326,GSK690693,AKT3,497,0.5520010892661482,-0.026741384959582604
542,GDSC1,1021,Axitinib,KIT,505,0.5414659751910007,-0.027233686101529413
543,GDSC1,263,FR-180204,MAPK3,498,0.5310744045223359,-0.02813330717093444
544,GDSC1,203,BMS-345541,IKBKB,500,0.5298860347410164,-0.02815796863187452
545,GDSC2,1808,Topotecan,TOP1,411,0.5679549075572998,-0.028249022125966423
546,GDSC1,273,CUDC-101,HDAC9,486,0.5277985340648418,-0.028707552009625856
547,GDSC1,260,NG-25,MAP3K7,498,0.5216517051851434,-0.02878137550706854
548,GDSC1,207,AS601245,MAPK9,474,0.5315786769754696,-0.02880475736401244
549,GDSC2,1060,PD0325901,MAP2K1,443,0.5375645248565926,-0.029367457199086473
550,GDSC1,292,Masitinib,PDGFRB,498,0.5091177686595441,-0.02965281852157929
551,GDSC1,438,Panobinostat,HDAC4,490,0.508868513260077,-0.029912610027955307
552,GDSC1,1026,Tanespimycin,HSP90AB1,509,0.49936037460215144,-0.03000788948532711
553,GDSC1,283,Omipalisib,PIK3CB,498,0.49837970112777374,-0.030408347664274762
554,GDSC1,432,Flavopiridol,CDK1,490,0.501726177088717,-0.03041842178876724
555,GDSC1,476,SB505124,ACVR1B,493,0.48795569080274015,-0.03130836750549963
556,GDSC1,372,Pilaralisib,PIK3CA,498,0.48491945479711107,-0.03136772198976023
557,GDSC2,1003,Camptothecin,TOP1,444,0.5092120464206649,-0.03140610872368297
558,GDSC1,301,PHA-793887,CDK2,498,0.4758534987021158,-0.03202200867274779
559,GDSC1,173,FH535,PPARG,473,0.4805839050977402,-0.03251010476478612
560,GDSC1,167,OSU-03012,PDPK1,474,0.4790872239971352,-0.03258642230056636
561,GDSC1,263,FR-180204,MAPK1,498,0.4665828155025177,-0.03269815673139204
562,GDSC1,152,CP466722,ATM,500,0.4639391525646459,-0.03282617930471722
563,GDSC1,438,Panobinostat,HDAC9,490,0.45735005039395626,-0.033651577907786515
564,GDSC1,202,GSK1904529A,INSR,475,0.4620186796820118,-0.033827756285725485
565,GDSC1,1037,BX795,PDPK1,511,0.44221385831364934,-0.03406823774030159
566,GDSC1,285,SU11274,MET,497,0.44469192825871384,-0.03435967534706881
567,GDSC2,1085,Sorafenib,FLT1,427,0.4744493226800788,-0.0347050897386772
568,GDSC1,312,Tivozanib,KDR,497,0.4366839797135359,-0.034966698754517
569,GDSC1,249,Cabozantinib,KIT,497,0.417165360904442,-0.036473700344312285
570,GDSC2,1079,Dasatinib,KIT,429,0.44822704456631934,-0.036709410997609215
571,GDSC1,257,NPK76-II-72-1,PLK3,497,0.39665453917948335,-0.03810269311164304
572,GDSC2,1926,GNE-317,PIK3CD,413,0.43976191809888243,-0.03811864372710329
573,GDSC1,158,PF-562271,PTK2B,469,0.40799944516322584,-0.03829484794870633
574,GDSC2,1046,Wee1 Inhibitor,CHEK1,426,0.42856753796189406,-0.03845413852449315
575,GDSC1,252,WZ3105,FLT3,498,0.39076651293919695,-0.03854068224689665
576,GDSC2,1873,Buparlisib,PIK3CD,426,0.4252680026595477,-0.03872934812345626
577,GDSC2,1012,Vorinostat,HDAC7,428,0.422590402231235,-0.03886201128425735
578,GDSC1,197,Bryostatin 1,PRKCA,474,0.39849283595845253,-0.038868689372694464
579,GDSC2,1910,ABT737,BCL2L10,425,0.42151850800738266,-0.03908974379015492
580,GDSC1,1194,SB505124,ACVR1B,495,0.38221471099240145,-0.03935970650741449
581,GDSC1,266,Zibotentan,EDNRA,498,0.37744393044988633,-0.03963501413143613
582,GDSC1,283,Omipalisib,MTOR,498,0.37504244218339466,-0.03983477852410355
583,GDSC1,303,PIK-93,PIK3CG,497,0.37367223767331714,-0.039989450891122096
584,GDSC1,1230,IOX2,EGLN1,497,0.3732714124509676,-0.040022978915076154
585,GDSC1,203,BMS-345541,CHUK,500,0.3702163779992813,-0.040157728630914526
586,GDSC2,2045,AMG-319,PIK3CG,425,0.4033750477176783,-0.040635913148145256
587,GDSC1,376,"Brivanib, BMS-540215",PDGFRA,497,0.36104753928380473,-0.04105638494785269
588,GDSC2,1873,Buparlisib,PIK3CG,426,0.39389399909116485,-0.04141143873850625
589,GDSC1,1018,Veliparib,PARP1,510,0.3390881604718733,-0.04241602122992535
590,GDSC2,1085,Sorafenib,RAF1,427,0.3769212076888493,-0.04286558943056223
591,GDSC1,219,AT-7519,CDK4,488,0.33758864050059556,-0.04350020992346313
592,GDSC2,1005,Cisplatin,CYP2C9,431,0.36755040811305884,-0.04350887605892192
593,GDSC2,1058,Pictilisib,PIK3CG,431,0.35796103512114485,-0.044386140038489896
594,GDSC2,1615,CZC24832,PIK3CG,411,0.3658017222616292,-0.0447229371308666
595,GDSC2,1058,Pictilisib,PIK3CD,431,0.3529736155110331,-0.0448482286851682
596,GDSC1,1530,PFI-3,SMARCA2,452,0.3400754449246569,-0.04497497405272465
597,GDSC1,1024,Lestaurtinib,NTRK3,508,0.30168165670564556,-0.0459135276159905
598,GDSC1,438,Panobinostat,HDAC7,490,0.3097914882928063,-0.04597598388623877
599,GDSC1,310,YM201636,PIKFYVE,498,0.3002620458537934,-0.046510271032963124
600,GDSC1,279,BIX02189,MAP2K5,497,0.3001614191902704,-0.0465669074338889
601,GDSC2,1629,ML323,USP1,411,0.34461675969432626,-0.04673434148415611
602,GDSC1,177,GSK650394,SGK2,471,0.31007280937583953,-0.04687075783085761
603,GDSC2,1085,Sorafenib,KIT,427,0.33255982342519264,-0.047003639733297894
604,GDSC1,302,PI-103,PIK3CA,491,0.29455990997172465,-0.04739750552250109
605,GDSC1,1005,Cisplatin,CYP2C9,510,0.2731819173166609,-0.04861185209342235
606,GDSC2,1057,Dactolisib,PIK3CG,426,0.28662705166453384,-0.05174351800290654
607,GDSC1,1033,Vismodegib,SMO,511,0.2364099374669888,-0.052469836393461484
608,GDSC2,1046,Wee1 Inhibitor,WEE1,426,0.2662865278198659,-0.05397918853526172
609,GDSC1,155,Ponatinib,ABL1,480,0.23463069998993502,-0.054349628253594844
610,GDSC1,409,"eEF2K Inhibitor, A-484954",EEF2K,495,0.22411171814005745,-0.05473759404149897
611,GDSC2,1372,Trametinib,MAP2K1,432,0.2542766677193971,-0.05496717386864904
612,GDSC1,268,Sepantronium bromide,BIRC5,475,0.22452278247313823,-0.0558328061404442
613,GDSC1,552,BAM7,BAX,493,0.2084584377956381,-0.05674756154645334
614,GDSC2,1940,WIKI4,TNKS,425,0.24002267847000555,-0.05711416110425036
615,GDSC1,1013,Nilotinib,ABL1,510,0.19617414786866155,-0.057327718879892575
616,GDSC1,1024,Lestaurtinib,NTRK2,508,0.19262144866720995,-0.05789933917436568
617,GDSC1,271,VNLG/124,HDAC4,494,0.19858235505212818,-0.057940102671606895
618,GDSC1,294,MPS-1-IN-1,TTK,497,0.19521499392473354,-0.05819966436786284
619,GDSC2,1022,AZD7762,CHEK2,431,0.22680347613707463,-0.058337679934291384
620,GDSC2,1058,Pictilisib,PIK3CB,431,0.22404893818414343,-0.058684508714185506
621,GDSC1,374,GSK1059615,PIK3CB,491,0.17756029378041643,-0.06094692012217932
622,GDSC2,2046,MK-8776,CHEK2,424,0.20699471461878832,-0.061405373068536925
623,GDSC1,293,Amuvatinib,PDGFRA,495,0.17051793460419246,-0.06169854480550576
624,GDSC1,1031,Elesclomol,HSP90AB1,508,0.16132117887218506,-0.06223649654492902
625,GDSC2,1200,Fulvestrant,ESR1,428,0.1973746377078196,-0.062431210585033176
626,GDSC1,437,Trichostatin A,HDAC3,491,0.1638332759359726,-0.06293147232565471
627,GDSC1,194,Luminespib,HSP90AA1,471,0.17214159917401894,-0.06301712831420363
628,GDSC1,226,GSK1070916,AURKC,472,0.1711186632523879,-0.06310027915741069
629,GDSC1,226,GSK1070916,AURKA,472,0.16494415872692428,-0.06402121788040761
630,GDSC1,291,KIN001-266,MAP3K8,497,0.15356528043297213,-0.064107536786987
631,GDSC2,1085,Sorafenib,PDGFRA,427,0.17901467003908283,-0.06515267489724619
632,GDSC1,1031,Elesclomol,HSP90AA1,508,0.13927018285125378,-0.06568941643713258
633,GDSC2,1051,Alisertib,AURKA,410,0.182003101337141,-0.0660414833941497
634,GDSC2,1559,Luminespib,HSP90AA1,442,0.16521479076407355,-0.06612327167366339
635,GDSC2,1926,GNE-317,PIK3CG,413,0.17756557694048997,-0.06647301657711543
